5.660000000000000000e+02,2.460000000000000000e+02
5.660000000000000000e+02,2.420000000000000000e+02
5.677704186046511268e+02,2.368671627906976767e+02
5.684711394302848930e+02,2.327035232383807966e+02
5.697140155097408751e+02,2.288649517684887371e+02
5.702079037800687047e+02,2.248092783505154557e+02
5.716255327392483423e+02,2.198177063153816277e+02
5.721694749216301261e+02,2.156951410658307111e+02
5.728485847227607337e+02,2.120013571151609142e+02
5.736119580281132357e+02,2.080789942585626591e+02
5.744993037596976819e+02,2.038927789934354564e+02
5.752217321571772572e+02,2.007147153167602198e+02
5.762004445342493000e+02,1.971848858355223229e+02
5.767952400492408742e+02,1.935726302831349983e+02
5.776718651211801898e+02,1.905353003161222318e+02
5.778589301121656945e+02,1.880789473684210407e+02
5.786549670282918214e+02,1.856124228887470622e+02
5.795788014502026044e+02,1.835623800383877153e+02
5.796946631671040677e+02,1.810914260717410400e+02
5.803732534930139764e+02,1.785078731426036711e+02
5.812561301827909119e+02,1.764489522960321040e+02
5.816726666666667143e+02,1.754704444444444391e+02
5.820318443166740963e+02,1.733246351172047639e+02
5.838914968999114308e+02,1.726990699734278110e+02
5.848495961580440508e+02,1.720923379174852812e+02
5.853292046936114730e+02,1.711455888744024492e+02
5.863110805230556934e+02,1.698579949529708699e+02
5.880188766114180225e+02,1.697681860036832404e+02
5.879367841409691664e+02,1.701574889867841307e+02
5.878755148741419134e+02,1.715588100686498763e+02
5.891346776201145303e+02,1.710878765247697402e+02
5.899698076454833426e+02,1.717068419771122478e+02
5.910606731620903247e+02,1.715544729849424357e+02
5.916877514528385973e+02,1.732764863656682905e+02
5.927095538530869590e+02,1.745087877422262181e+02
5.930028285465622275e+02,1.757924281984334129e+02
5.935272727272727025e+02,1.769859979101358363e+02
5.941094147582697360e+02,1.795192960135708233e+02
5.940687213660974066e+02,1.817486463973344542e+02
5.951270351758794277e+02,1.835981909547738837e+02
5.961893396976929580e+02,1.852971360381861530e+02
5.967196876284422160e+02,1.886457048910809817e+02
5.974835277266216735e+02,1.903758952322488085e+02
5.980480807281361422e+02,1.929230312623664361e+02
5.993041474654378362e+02,1.957170907633740740e+02
6.002383140231721654e+02,1.985155813024370843e+02
6.006885576148267774e+02,2.018456889605157016e+02
6.010396606156274402e+02,2.047320441988950392e+02
6.017086845716526113e+02,2.082395608704175629e+02
6.015278643803585510e+02,2.119366718628215267e+02
6.024795310397847743e+02,2.159554103401883367e+02
6.030142857142857338e+02,2.194727272727272691e+02
6.032178604651162459e+02,2.238210232558139410e+02
6.032229939681959650e+02,2.289926887223542167e+02
6.046869352409638623e+02,2.335272966867469790e+02
6.056120138762096303e+02,2.378411539163775785e+02
6.063444280985656860e+02,2.416588819418903995e+02
6.072197698547444134e+02,2.469134125636672366e+02
6.076091888825865226e+02,2.533758744564189840e+02
6.083275334608030107e+02,2.586942638623327184e+02
6.089304547191441088e+02,2.650903706534199387e+02
6.096704608041123947e+02,2.703359647512392030e+02
6.102040927200289389e+02,2.750335023542194790e+02
6.109622673723749813e+02,2.811394912071025942e+02
6.120774225774225670e+02,2.863121878121878012e+02
6.128273152791708753e+02,2.928548980274155724e+02
6.140461157024793692e+02,2.995963636363636624e+02
6.148054916146004416e+02,3.063196317000986255e+02
6.153824758842443998e+02,3.134718649517685094e+02
6.164257585539057800e+02,3.210836023240800614e+02
6.171415048933098433e+02,3.288520776512112889e+02
6.176924775272038914e+02,3.362119539504810177e+02
6.188789779681762866e+02,3.433252753977968155e+02
6.196673735725937604e+02,3.531424143556280342e+02
6.205261788617885941e+02,3.617003252032520209e+02
6.208107672469374165e+02,3.698430045132172950e+02
6.220644226123368981e+02,3.786332742792720296e+02
6.228598130841121474e+02,3.869233000322268481e+02
6.231367304953315625e+02,3.955418578889064634e+02
6.240339144215530496e+02,4.042645007923930507e+02
6.244031128404669744e+02,4.134438910505836589e+02
6.256029910576626207e+02,4.220650632130743247e+02
6.266809045226131047e+02,4.323388819095477515e+02
6.270638067213876639e+02,4.411746941304011216e+02
6.276971109040074452e+02,4.509815159987574020e+02
6.283335933843032990e+02,4.613207988765798291e+02
6.292406119610569704e+02,4.723962293308607627e+02
6.297545468439553815e+02,4.826828671863059981e+02
6.303901816544062058e+02,4.938291547815643412e+02
6.315283470456245141e+02,5.039186237845923415e+02
6.328233879452878909e+02,5.143816323463099707e+02
6.335862173190267868e+02,5.243193290010578949e+02
6.346449127906976173e+02,5.362514534883721353e+02
6.362590430076901384e+02,5.470934206778695170e+02
6.390042814328528493e+02,5.573166833166833385e+02
6.396234948604992496e+02,5.652052863436123289e+02
6.396176605856201149e+02,5.727970259083243718e+02
6.392631844138394399e+02,5.795786026200873948e+02
6.402606867554309247e+02,5.860450245269796596e+02
6.432982794943819727e+02,5.923042485955056691e+02
6.474898590580955897e+02,5.983667927122722858e+02
6.512372487124107465e+02,6.037471340754277662e+02
6.541389342922523156e+02,6.101212814645308526e+02
6.551460803689064960e+02,6.165100461133069984e+02
6.568816634553628546e+02,6.230157353885678049e+02
6.577410614077281252e+02,6.283626743626743973e+02
6.583048941798941769e+02,6.329064153439153415e+02
6.586722760496345472e+02,6.378660547339792402e+02
6.593485221674876584e+02,6.431083743842364129e+02
6.600201634877383867e+02,6.492920980926430730e+02
6.599846552042891972e+02,6.555196894065446713e+02
6.598869309838472645e+02,6.609408957415565737e+02
6.598626273653566159e+02,6.661668486171761288e+02
6.598948256467941746e+02,6.721801649793775368e+02
6.592698914116485867e+02,6.784037512339585874e+02
6.592484789008832422e+02,6.838139352306181991e+02
6.592227742448330901e+02,6.886885930047694728e+02
6.586142515923567089e+02,6.938138933121018681e+02
6.583330708661417248e+02,6.985732283464567445e+02
6.579143815348195403e+02,7.036472677056618750e+02
6.581015139751552852e+02,7.080995729813664639e+02
6.574646968534151483e+02,7.124533768227167911e+02
6.566138766096482868e+02,7.169629060157601543e+02
6.560426297840091365e+02,7.204948844259189400e+02
6.555282983153510941e+02,7.249061139504069615e+02
6.549114877589454409e+02,7.290022598870056072e+02
6.544233301975541508e+02,7.321279397930385358e+02
6.535906745652589507e+02,7.343793235237912995e+02
6.525343815116499400e+02,7.366029551051335602e+02
6.515510948905109672e+02,7.385964271993852890e+02
6.506724565756824177e+02,7.408161862950944396e+02
6.493839541547278031e+02,7.423734479465138065e+02
6.481773132017034413e+02,7.436790553619821367e+02
6.466071221211534521e+02,7.446880201277336937e+02
6.442210464432686194e+02,7.456266901822457385e+02
6.427003276161110534e+02,7.463490075158990749e+02
6.410821605173069884e+02,7.471238113351083712e+02
6.393431734317342716e+02,7.484173625946785933e+02
6.377497140678611913e+02,7.485810141059855596e+02
6.355899903753609124e+02,7.481170356111646242e+02
6.332548393159180478e+02,7.481420785566622271e+02
6.312505125815470137e+02,7.474397017707362920e+02
6.291067106710670487e+02,7.464996332966629780e+02
6.269506263817244189e+02,7.455766396462785224e+02
6.248040299572039658e+02,7.441890156918688035e+02
6.224441260744986266e+02,7.427668338108882153e+02
6.198488392389597266e+02,7.410239134229359479e+02
6.173837387310767326e+02,7.390961047797244419e+02
6.147757120927852839e+02,7.370837455227699593e+02
6.120091463414634063e+02,7.347457655826558494e+02
6.090596614714261250e+02,7.317958773252890978e+02
6.062146976437634294e+02,7.286660075795024341e+02
6.033966699314397601e+02,7.250825987593862010e+02
6.004049904030709968e+02,7.207829494561740376e+02
5.968664777200440312e+02,7.160840812470477204e+02
5.936229863692689150e+02,7.111057930607187245e+02
5.903580246913579685e+02,7.055079795242396585e+02
5.874808383233532822e+02,6.995470059880240115e+02
5.844035955056180001e+02,6.925597003745318716e+02
5.810769805680120044e+02,6.853645739910314205e+02
5.779162318840579928e+02,6.781165217391304623e+02
5.747903110219292557e+02,6.708946538626917118e+02
5.711340000000000146e+02,6.638029999999999973e+02
5.681020207690148709e+02,6.556936570305922487e+02
5.648485348741229473e+02,6.466097124776447345e+02
5.620294406280667090e+02,6.375251647273237268e+02
5.590908091770847932e+02,6.277121857397994518e+02
5.563942028985507022e+02,6.179479641131814560e+02
5.533335148380070905e+02,6.073373264361557631e+02
5.503680667743672075e+02,5.966637049003769562e+02
5.479277140218968043e+02,5.862295211713494609e+02
5.459589974293058958e+02,5.754949871465295246e+02
5.431606623688535365e+02,5.650935406396157532e+02
5.400392947103274537e+02,5.543108312342569661e+02
5.369264155649788108e+02,5.433933649289099321e+02
5.347873420857072233e+02,5.325169680455784373e+02
5.331177066194152303e+02,5.209984812049107177e+02
5.303200467411062391e+02,5.088487405868605720e+02
5.284229870129870505e+02,4.959763636363636579e+02
5.268356358941252893e+02,4.836113621691413869e+02
5.257569514661273615e+02,4.707477249747219616e+02
5.228509413598752644e+02,4.569420793860174967e+02
5.220063076176613777e+02,4.430733867054827897e+02
5.200199289159685350e+02,4.279238385376999076e+02
5.187894596040663373e+02,4.139174692348849476e+02
5.167853727144865843e+02,4.029482419127988919e+02
5.152105263157894797e+02,3.937255832881172068e+02
5.141218973359324309e+02,3.853117608836906811e+02
5.130050342067896736e+02,3.762594552730088822e+02
5.113807912545549357e+02,3.666268870380010299e+02
5.086514913657770762e+02,3.551003401360543990e+02
5.064501658925016727e+02,3.447173191771731808e+02
5.045416064151439741e+02,3.356733271986328191e+02
5.022195739014647415e+02,3.264247669773635039e+02
4.993294708920843163e+02,3.166977523384056781e+02
4.975403927068723533e+02,3.078527349228611456e+02
